Date,State,District,Enrolments,Updates,Child_Enrolments,Is_Anomaly,Forecast
2025-02-25,Uttar Pradesh,Varanasi,285,636,74,Yes,313
2025-02-26,Uttar Pradesh,Varanasi,499,658,112,No,548
2025-02-27,Uttar Pradesh,Varanasi,443,911,70,No,487
2025-02-28,Uttar Pradesh,Varanasi,523,992,171,No,575
2025-03-01,Uttar Pradesh,Varanasi,52,125,17,No,57
2025-03-02,Uttar Pradesh,Varanasi,96,128,30,No,105
2025-03-03,Uttar Pradesh,Varanasi,462,632,78,No,508
2025-03-04,Uttar Pradesh,Varanasi,338,710,108,No,371
2025-03-05,Uttar Pradesh,Varanasi,357,706,87,No,392
2025-03-06,Uttar Pradesh,Varanasi,280,669,67,No,308
2025-03-07,Uttar Pradesh,Varanasi,257,341,63,No,282
2025-03-08,Uttar Pradesh,Varanasi,71,161,11,No,78
2025-03-09,Uttar Pradesh,Varanasi,92,215,15,No,101
2025-03-10,Uttar Pradesh,Varanasi,577,1393,192,No,634
2025-03-11,Uttar Pradesh,Varanasi,466,1153,145,No,512
2025-03-12,Uttar Pradesh,Varanasi,175,385,36,No,192
2025-03-13,Uttar Pradesh,Varanasi,215,458,52,No,236
2025-03-14,Uttar Pradesh,Varanasi,378,816,76,No,415
2025-03-15,Uttar Pradesh,Varanasi,37,51,11,No,40
2025-03-16,Uttar Pradesh,Varanasi,26,52,5,No,28
2025-03-17,Uttar Pradesh,Varanasi,317,540,52,No,348
2025-03-18,Uttar Pradesh,Varanasi,423,969,103,No,465
2025-03-19,Uttar Pradesh,Varanasi,321,552,80,No,353
2025-03-20,Uttar Pradesh,Varanasi,254,577,69,No,279
2025-03-21,Uttar Pradesh,Varanasi,453,578,71,No,498
2025-03-22,Uttar Pradesh,Varanasi,87,202,15,No,95
2025-03-23,Uttar Pradesh,Varanasi,57,106,19,No,62
2025-03-24,Uttar Pradesh,Varanasi,229,432,72,No,251
2025-03-25,Uttar Pradesh,Varanasi,549,758,107,No,603
2025-03-26,Uttar Pradesh,Varanasi,276,425,73,No,303
2025-03-27,Uttar Pradesh,Varanasi,288,479,76,No,316
2025-03-28,Uttar Pradesh,Varanasi,534,1287,142,No,587
2025-03-29,Uttar Pradesh,Varanasi,77,183,12,No,84
2025-03-30,Uttar Pradesh,Varanasi,35,76,9,No,38
2025-03-31,Uttar Pradesh,Varanasi,514,864,114,No,565
2025-04-01,Uttar Pradesh,Varanasi,437,943,78,No,480
2025-04-02,Uttar Pradesh,Varanasi,273,637,58,No,300
2025-04-03,Uttar Pradesh,Varanasi,278,562,68,No,305
2025-04-04,Uttar Pradesh,Varanasi,588,740,147,No,646
2025-04-05,Uttar Pradesh,Varanasi,28,54,6,No,30
2025-04-06,Uttar Pradesh,Varanasi,62,150,18,No,68
2025-04-07,Uttar Pradesh,Varanasi,191,245,34,No,210
2025-04-08,Uttar Pradesh,Varanasi,238,421,71,No,261
2025-04-09,Uttar Pradesh,Varanasi,239,476,67,No,262
2025-04-10,Uttar Pradesh,Varanasi,477,1003,133,No,524
2025-04-11,Uttar Pradesh,Varanasi,258,489,48,No,283
2025-04-12,Uttar Pradesh,Varanasi,25,39,6,No,27
2025-04-13,Uttar Pradesh,Varanasi,38,53,7,No,41
2025-04-14,Uttar Pradesh,Varanasi,546,935,138,No,600
2025-04-15,Uttar Pradesh,Varanasi,383,626,89,No,421
2025-04-16,Uttar Pradesh,Varanasi,285,538,84,No,313
2025-04-17,Uttar Pradesh,Varanasi,518,1038,160,No,569
2025-04-18,Uttar Pradesh,Varanasi,410,511,140,No,451
2025-04-19,Uttar Pradesh,Varanasi,33,82,10,No,36
2025-04-20,Uttar Pradesh,Varanasi,55,100,11,No,60
2025-04-21,Uttar Pradesh,Varanasi,360,605,122,No,396
2025-04-22,Uttar Pradesh,Varanasi,352,442,58,No,387
2025-04-23,Uttar Pradesh,Varanasi,465,702,84,No,511
2025-04-24,Uttar Pradesh,Varanasi,396,670,62,No,435
2025-04-25,Uttar Pradesh,Varanasi,253,608,74,No,278
2025-04-26,Uttar Pradesh,Varanasi,85,135,28,No,93
2025-04-27,Uttar Pradesh,Varanasi,83,173,22,No,91
2025-04-28,Uttar Pradesh,Varanasi,273,376,51,No,300
2025-04-29,Uttar Pradesh,Varanasi,456,1036,118,No,501
2025-04-30,Uttar Pradesh,Varanasi,299,507,51,No,328
2025-05-01,Uttar Pradesh,Varanasi,593,942,138,No,652
2025-05-02,Uttar Pradesh,Varanasi,259,374,84,No,284
2025-05-03,Uttar Pradesh,Varanasi,82,130,25,No,90
2025-05-04,Uttar Pradesh,Varanasi,24,45,5,No,26
2025-05-05,Uttar Pradesh,Varanasi,225,550,64,No,247
2025-05-06,Uttar Pradesh,Varanasi,218,309,50,No,239
2025-05-07,Uttar Pradesh,Varanasi,412,1000,114,No,453
2025-05-08,Uttar Pradesh,Varanasi,454,1081,81,No,499
2025-05-09,Uttar Pradesh,Varanasi,318,617,68,No,349
2025-05-10,Uttar Pradesh,Varanasi,22,40,4,No,24
2025-05-11,Uttar Pradesh,Varanasi,54,70,10,No,59
2025-05-12,Uttar Pradesh,Varanasi,528,838,100,No,580
2025-05-13,Uttar Pradesh,Varanasi,541,1032,135,No,595
2025-05-14,Uttar Pradesh,Varanasi,534,712,81,No,587
2025-05-15,Uttar Pradesh,Varanasi,235,471,78,No,258
2025-05-16,Uttar Pradesh,Varanasi,232,515,51,No,255
2025-05-17,Uttar Pradesh,Varanasi,58,114,19,No,63
2025-05-18,Uttar Pradesh,Varanasi,43,58,7,No,47
2025-05-19,Uttar Pradesh,Varanasi,524,724,150,No,576
2025-05-20,Uttar Pradesh,Varanasi,283,543,45,No,311
2025-05-21,Uttar Pradesh,Varanasi,176,225,51,No,193
2025-05-22,Uttar Pradesh,Varanasi,253,406,54,No,278
2025-05-23,Uttar Pradesh,Varanasi,411,914,78,No,452
2025-05-24,Uttar Pradesh,Varanasi,79,131,21,No,86
2025-05-25,Uttar Pradesh,Varanasi,27,33,6,No,29
2025-05-26,Uttar Pradesh,Varanasi,359,706,109,No,394
2025-05-27,Uttar Pradesh,Varanasi,155,192,31,No,170
2025-05-28,Uttar Pradesh,Varanasi,361,767,110,No,397
2025-05-29,Uttar Pradesh,Varanasi,160,231,29,No,176
2025-05-30,Uttar Pradesh,Varanasi,318,564,51,No,349
2025-05-31,Uttar Pradesh,Varanasi,27,53,7,No,29
2025-06-01,Uttar Pradesh,Varanasi,23,56,5,No,25
2025-06-02,Uttar Pradesh,Varanasi,537,1149,136,No,590
2025-06-03,Uttar Pradesh,Varanasi,364,574,85,No,400
2025-06-04,Uttar Pradesh,Varanasi,569,1334,171,No,625
2025-06-05,Uttar Pradesh,Varanasi,340,548,85,No,374
2025-06-06,Uttar Pradesh,Varanasi,466,913,135,No,512
2025-06-07,Uttar Pradesh,Varanasi,50,71,11,No,55
2025-06-08,Uttar Pradesh,Varanasi,30,45,8,No,33
2025-06-09,Uttar Pradesh,Varanasi,458,1137,123,No,503
2025-06-10,Uttar Pradesh,Varanasi,190,411,59,No,209
2025-06-11,Uttar Pradesh,Varanasi,593,1405,126,No,652
2025-06-12,Uttar Pradesh,Varanasi,469,1163,103,No,515
2025-06-13,Uttar Pradesh,Varanasi,304,612,56,No,334
2025-06-14,Uttar Pradesh,Varanasi,47,59,10,No,51
2025-06-15,Uttar Pradesh,Varanasi,77,184,13,No,84
2025-06-16,Uttar Pradesh,Varanasi,596,1349,94,No,655
2025-06-17,Uttar Pradesh,Varanasi,435,1029,88,No,478
2025-06-18,Uttar Pradesh,Varanasi,482,614,167,No,530
2025-06-19,Uttar Pradesh,Varanasi,352,722,75,No,387
2025-06-20,Uttar Pradesh,Varanasi,191,368,62,No,210
2025-06-21,Uttar Pradesh,Varanasi,53,90,12,No,58
2025-06-22,Uttar Pradesh,Varanasi,55,97,10,No,60
2025-06-23,Uttar Pradesh,Varanasi,567,1086,136,No,623
2025-06-24,Uttar Pradesh,Varanasi,153,219,33,No,168
2025-06-25,Uttar Pradesh,Varanasi,234,476,62,No,257
2025-06-26,Uttar Pradesh,Varanasi,504,1174,104,No,554
2025-06-27,Uttar Pradesh,Varanasi,448,786,86,No,492
2025-06-28,Uttar Pradesh,Varanasi,71,174,12,No,78
2025-06-29,Uttar Pradesh,Varanasi,20,30,4,No,22
2025-06-30,Uttar Pradesh,Varanasi,264,370,50,No,290
2025-07-01,Uttar Pradesh,Varanasi,374,902,86,No,411
2025-07-02,Uttar Pradesh,Varanasi,355,843,101,No,390
2025-07-03,Uttar Pradesh,Varanasi,590,1123,108,No,649
2025-07-04,Uttar Pradesh,Varanasi,260,630,63,No,286
2025-07-05,Uttar Pradesh,Varanasi,33,46,8,No,36
2025-07-06,Uttar Pradesh,Varanasi,82,154,12,No,90
2025-07-07,Uttar Pradesh,Varanasi,519,906,153,No,570
2025-07-08,Uttar Pradesh,Varanasi,345,536,102,No,379
2025-07-09,Uttar Pradesh,Varanasi,404,1006,124,No,444
2025-07-10,Uttar Pradesh,Varanasi,200,258,49,No,220
2025-07-11,Uttar Pradesh,Varanasi,332,557,74,No,365
2025-07-12,Uttar Pradesh,Varanasi,46,91,7,No,50
2025-07-13,Uttar Pradesh,Varanasi,70,120,18,No,77
2025-07-14,Uttar Pradesh,Varanasi,352,467,65,No,387
2025-07-15,Uttar Pradesh,Varanasi,226,521,44,No,248
2025-07-16,Uttar Pradesh,Varanasi,347,855,101,No,381
2025-07-17,Uttar Pradesh,Varanasi,195,360,64,No,214
2025-07-18,Uttar Pradesh,Varanasi,266,391,60,No,292
2025-07-19,Uttar Pradesh,Varanasi,95,222,25,No,104
2025-07-20,Uttar Pradesh,Varanasi,94,130,23,No,103
2025-07-21,Uttar Pradesh,Varanasi,266,348,57,No,292
2025-07-22,Uttar Pradesh,Varanasi,264,613,84,No,290
2025-07-23,Uttar Pradesh,Varanasi,484,926,138,No,532
2025-07-24,Uttar Pradesh,Varanasi,384,522,125,No,422
2025-07-25,Uttar Pradesh,Varanasi,205,262,52,No,225
2025-07-26,Uttar Pradesh,Varanasi,28,43,6,No,30
2025-07-27,Uttar Pradesh,Varanasi,98,187,22,No,107
2025-07-28,Uttar Pradesh,Varanasi,537,1221,179,No,590
2025-07-29,Uttar Pradesh,Varanasi,211,255,56,No,232
2025-07-30,Uttar Pradesh,Varanasi,204,473,42,No,224
2025-07-31,Uttar Pradesh,Varanasi,176,381,51,No,193
2025-08-01,Uttar Pradesh,Varanasi,372,486,103,No,409
2025-08-02,Uttar Pradesh,Varanasi,82,192,24,No,90
2025-08-03,Uttar Pradesh,Varanasi,39,82,6,No,42
2025-08-04,Uttar Pradesh,Varanasi,364,794,57,No,400
2025-08-05,Uttar Pradesh,Varanasi,509,669,158,No,559
2025-08-06,Uttar Pradesh,Varanasi,199,386,37,No,218
2025-08-07,Uttar Pradesh,Varanasi,519,1005,169,No,570
2025-08-08,Uttar Pradesh,Varanasi,160,259,51,No,176
2025-08-09,Uttar Pradesh,Varanasi,71,105,22,No,78
2025-08-10,Uttar Pradesh,Varanasi,67,142,13,No,73
2025-08-11,Uttar Pradesh,Varanasi,597,1143,199,Yes,656
2025-08-12,Uttar Pradesh,Varanasi,493,626,135,No,542
2025-08-13,Uttar Pradesh,Varanasi,194,291,47,No,213
2025-08-14,Uttar Pradesh,Varanasi,591,1155,199,No,650
2025-08-15,Uttar Pradesh,Varanasi,411,701,102,No,452
2025-08-16,Uttar Pradesh,Varanasi,67,108,13,No,73
2025-08-17,Uttar Pradesh,Varanasi,35,87,8,No,38
2025-08-18,Uttar Pradesh,Varanasi,150,226,27,No,165
2025-08-19,Uttar Pradesh,Varanasi,401,517,65,No,441
2025-08-20,Uttar Pradesh,Varanasi,541,1277,181,No,595
2025-08-21,Uttar Pradesh,Varanasi,363,878,86,No,399
2025-08-22,Uttar Pradesh,Varanasi,494,910,112,No,543
2025-08-23,Uttar Pradesh,Varanasi,85,125,24,No,93
2025-08-24,Uttar Pradesh,Varanasi,62,137,18,No,68
2025-08-25,Uttar Pradesh,Varanasi,286,512,93,No,314
2025-08-26,Uttar Pradesh,Varanasi,170,399,52,No,187
2025-08-27,Uttar Pradesh,Varanasi,427,962,99,No,469
2025-08-28,Uttar Pradesh,Varanasi,332,538,61,No,365
2025-08-29,Uttar Pradesh,Varanasi,190,344,32,No,209
2025-08-30,Uttar Pradesh,Varanasi,24,32,5,No,26
2025-08-31,Uttar Pradesh,Varanasi,95,228,16,No,104
2025-09-01,Uttar Pradesh,Varanasi,499,858,101,No,548
2025-09-02,Uttar Pradesh,Varanasi,214,288,43,No,235
2025-09-03,Uttar Pradesh,Varanasi,213,367,47,No,234
2025-09-04,Uttar Pradesh,Varanasi,527,1264,85,No,579
2025-09-05,Uttar Pradesh,Varanasi,340,497,111,No,374
2025-09-06,Uttar Pradesh,Varanasi,40,54,8,No,44
2025-09-07,Uttar Pradesh,Varanasi,38,57,12,No,41
2025-09-08,Uttar Pradesh,Varanasi,521,892,148,No,573
2025-09-09,Uttar Pradesh,Varanasi,162,403,47,No,178
2025-09-10,Uttar Pradesh,Varanasi,311,427,71,No,342
2025-09-11,Uttar Pradesh,Varanasi,341,459,60,No,375
2025-09-12,Uttar Pradesh,Varanasi,588,1435,143,No,646
2025-09-13,Uttar Pradesh,Varanasi,24,59,5,No,26
2025-09-14,Uttar Pradesh,Varanasi,26,32,6,No,28
2025-09-15,Uttar Pradesh,Varanasi,461,836,112,No,507
2025-09-16,Uttar Pradesh,Varanasi,449,745,122,No,493
2025-09-17,Uttar Pradesh,Varanasi,189,276,33,No,207
2025-09-18,Uttar Pradesh,Varanasi,414,519,121,No,455
2025-09-19,Uttar Pradesh,Varanasi,326,671,88,No,358
2025-09-20,Uttar Pradesh,Varanasi,64,116,19,No,70
2025-09-21,Uttar Pradesh,Varanasi,33,44,8,No,36
2025-09-22,Uttar Pradesh,Varanasi,517,1200,116,No,568
2025-09-23,Uttar Pradesh,Varanasi,444,820,73,No,488
2025-09-24,Uttar Pradesh,Varanasi,543,1135,166,No,597
2025-09-25,Uttar Pradesh,Varanasi,390,529,113,No,429
2025-09-26,Uttar Pradesh,Varanasi,254,510,47,No,279
2025-09-27,Uttar Pradesh,Varanasi,71,147,19,No,78
2025-09-28,Uttar Pradesh,Varanasi,51,98,15,No,56
2025-09-29,Uttar Pradesh,Varanasi,222,473,62,No,244
2025-09-30,Uttar Pradesh,Varanasi,580,1228,111,No,638
2025-10-01,Uttar Pradesh,Varanasi,535,657,136,No,588
2025-10-02,Uttar Pradesh,Varanasi,509,898,120,No,559
2025-10-03,Uttar Pradesh,Varanasi,515,1269,135,No,566
2025-10-04,Uttar Pradesh,Varanasi,60,115,10,No,66
2025-10-05,Uttar Pradesh,Varanasi,72,136,13,No,79
2025-10-06,Uttar Pradesh,Varanasi,425,1012,100,No,467
2025-10-07,Uttar Pradesh,Varanasi,189,386,40,No,207
2025-10-08,Uttar Pradesh,Varanasi,257,584,60,No,282
2025-10-09,Uttar Pradesh,Varanasi,375,907,99,No,412
2025-10-10,Uttar Pradesh,Varanasi,156,386,52,No,171
2025-10-11,Uttar Pradesh,Varanasi,67,131,18,No,73
2025-10-12,Uttar Pradesh,Varanasi,96,138,24,No,105
2025-10-13,Uttar Pradesh,Varanasi,519,873,91,No,570
2025-10-14,Uttar Pradesh,Varanasi,589,1308,184,No,647
2025-10-15,Uttar Pradesh,Varanasi,298,566,84,No,327
2025-10-16,Uttar Pradesh,Varanasi,431,580,76,No,474
2025-10-17,Uttar Pradesh,Varanasi,324,656,104,No,356
2025-10-18,Uttar Pradesh,Varanasi,40,51,12,No,44
2025-10-19,Uttar Pradesh,Varanasi,26,61,7,No,28
2025-10-20,Uttar Pradesh,Varanasi,163,384,30,No,179
2025-10-21,Uttar Pradesh,Varanasi,328,573,112,No,360
2025-10-22,Uttar Pradesh,Varanasi,157,285,40,No,172
2025-10-23,Uttar Pradesh,Varanasi,363,907,94,No,399
2025-10-24,Uttar Pradesh,Varanasi,523,1174,162,No,575
2025-10-25,Uttar Pradesh,Varanasi,28,35,9,No,30
2025-10-26,Uttar Pradesh,Varanasi,94,216,24,No,103
2025-10-27,Uttar Pradesh,Varanasi,507,743,90,No,557
2025-10-28,Uttar Pradesh,Varanasi,163,242,34,No,179
2025-10-29,Uttar Pradesh,Varanasi,462,635,92,No,508
2025-10-30,Uttar Pradesh,Varanasi,598,1457,161,No,657
2025-10-31,Uttar Pradesh,Varanasi,164,407,39,No,180
2025-11-01,Uttar Pradesh,Varanasi,43,99,9,No,47
2025-11-02,Uttar Pradesh,Varanasi,32,46,7,No,35
2025-11-03,Uttar Pradesh,Varanasi,196,447,29,No,215
2025-11-04,Uttar Pradesh,Varanasi,287,391,64,No,315
2025-11-05,Uttar Pradesh,Varanasi,546,859,127,No,600
2025-11-06,Uttar Pradesh,Varanasi,385,962,86,No,423
2025-11-07,Uttar Pradesh,Varanasi,599,869,149,No,658
2025-11-08,Uttar Pradesh,Varanasi,29,50,8,No,31
2025-11-09,Uttar Pradesh,Varanasi,38,72,8,No,41
2025-11-10,Uttar Pradesh,Varanasi,238,291,53,No,261
2025-11-11,Uttar Pradesh,Varanasi,182,430,43,No,200
2025-11-12,Uttar Pradesh,Varanasi,505,902,84,No,555
2025-11-13,Uttar Pradesh,Varanasi,553,669,142,No,608
2025-11-14,Uttar Pradesh,Varanasi,308,658,70,No,338
2025-11-15,Uttar Pradesh,Varanasi,33,78,8,No,36
2025-11-16,Uttar Pradesh,Varanasi,93,175,23,No,102
2025-11-17,Uttar Pradesh,Varanasi,216,348,74,No,237
2025-11-18,Uttar Pradesh,Varanasi,233,453,66,No,256
2025-11-19,Uttar Pradesh,Varanasi,151,316,45,No,166
2025-11-20,Uttar Pradesh,Varanasi,378,526,59,No,415
2025-11-21,Uttar Pradesh,Varanasi,241,385,62,No,265
2025-11-22,Uttar Pradesh,Varanasi,22,36,7,No,24
2025-11-23,Uttar Pradesh,Varanasi,45,77,9,No,49
2025-11-24,Uttar Pradesh,Varanasi,353,880,122,No,388
2025-11-25,Uttar Pradesh,Varanasi,302,649,98,No,332
2025-11-26,Uttar Pradesh,Varanasi,325,651,101,No,357
2025-11-27,Uttar Pradesh,Varanasi,223,504,57,No,245
2025-11-28,Uttar Pradesh,Varanasi,492,1134,171,No,541
2025-11-29,Uttar Pradesh,Varanasi,96,130,29,No,105
2025-11-30,Uttar Pradesh,Varanasi,33,63,7,No,36
2025-12-01,Uttar Pradesh,Varanasi,382,546,104,No,420
2025-12-02,Uttar Pradesh,Varanasi,487,1044,73,No,535
2025-12-03,Uttar Pradesh,Varanasi,332,505,109,No,365
2025-12-04,Uttar Pradesh,Varanasi,542,738,86,No,596
2025-12-05,Uttar Pradesh,Varanasi,358,779,97,No,393
2025-12-06,Uttar Pradesh,Varanasi,38,46,10,No,41
2025-12-07,Uttar Pradesh,Varanasi,45,88,11,No,49
2025-12-08,Uttar Pradesh,Varanasi,347,531,106,No,381
2025-12-09,Uttar Pradesh,Varanasi,260,629,51,No,286
2025-12-10,Uttar Pradesh,Varanasi,525,776,121,No,577
2025-12-11,Uttar Pradesh,Varanasi,542,1104,82,No,596
2025-12-12,Uttar Pradesh,Varanasi,188,272,41,No,206
2025-12-13,Uttar Pradesh,Varanasi,55,118,11,No,60
2025-12-14,Uttar Pradesh,Varanasi,32,49,7,No,35
2025-12-15,Uttar Pradesh,Varanasi,156,322,30,No,171
2025-12-16,Uttar Pradesh,Varanasi,310,408,88,No,341
2025-12-17,Uttar Pradesh,Varanasi,362,610,108,No,398
2025-12-18,Uttar Pradesh,Varanasi,308,632,91,No,338
2025-12-19,Uttar Pradesh,Varanasi,438,526,74,No,481
2025-12-20,Uttar Pradesh,Varanasi,91,161,19,No,100
2025-12-21,Uttar Pradesh,Varanasi,91,178,18,No,100
2025-12-22,Uttar Pradesh,Varanasi,385,931,92,No,423
2025-12-23,Uttar Pradesh,Varanasi,481,1019,154,No,529
2025-12-24,Uttar Pradesh,Varanasi,320,593,59,No,352
2025-12-25,Uttar Pradesh,Varanasi,469,1045,159,No,515
2025-12-26,Uttar Pradesh,Varanasi,490,829,81,No,539
2025-12-27,Uttar Pradesh,Varanasi,57,74,9,No,62
2025-12-28,Uttar Pradesh,Varanasi,67,89,11,No,73
2025-12-29,Uttar Pradesh,Varanasi,173,313,49,No,190
2025-12-30,Uttar Pradesh,Varanasi,463,943,150,No,509
2025-12-31,Uttar Pradesh,Varanasi,498,1147,124,No,547
2025-01-01,Uttar Pradesh,Kanpur Nagar,585,1294,134,No,643
2025-01-02,Uttar Pradesh,Kanpur Nagar,240,419,50,No,264
2025-01-03,Uttar Pradesh,Kanpur Nagar,326,434,71,No,358
2025-01-04,Uttar Pradesh,Kanpur Nagar,76,181,24,No,83
2025-01-05,Uttar Pradesh,Kanpur Nagar,27,55,7,No,29
2025-01-06,Uttar Pradesh,Kanpur Nagar,510,1192,78,No,561
2025-01-07,Uttar Pradesh,Kanpur Nagar,283,348,48,No,311
2025-01-08,Uttar Pradesh,Kanpur Nagar,150,243,31,No,165
2025-01-09,Uttar Pradesh,Kanpur Nagar,539,1210,137,No,592
2025-01-10,Uttar Pradesh,Kanpur Nagar,352,630,67,No,387
2025-01-11,Uttar Pradesh,Kanpur Nagar,53,78,11,No,58
2025-01-12,Uttar Pradesh,Kanpur Nagar,29,63,8,No,31
2025-01-13,Uttar Pradesh,Kanpur Nagar,360,728,72,No,396
2025-01-14,Uttar Pradesh,Kanpur Nagar,331,502,72,No,364
2025-01-15,Uttar Pradesh,Kanpur Nagar,261,542,60,No,287
2025-01-16,Uttar Pradesh,Kanpur Nagar,205,385,35,No,225
2025-01-17,Uttar Pradesh,Kanpur Nagar,394,550,89,No,433
2025-01-18,Uttar Pradesh,Kanpur Nagar,92,150,32,No,101
2025-01-19,Uttar Pradesh,Kanpur Nagar,23,43,4,No,25
2025-01-20,Uttar Pradesh,Kanpur Nagar,422,774,80,No,464
2025-01-21,Uttar Pradesh,Kanpur Nagar,377,592,87,No,414
2025-01-22,Uttar Pradesh,Kanpur Nagar,200,389,38,No,220
2025-01-23,Uttar Pradesh,Kanpur Nagar,324,587,99,No,356
2025-01-24,Uttar Pradesh,Kanpur Nagar,252,607,76,No,277
2025-01-25,Uttar Pradesh,Kanpur Nagar,45,76,11,No,49
2025-01-26,Uttar Pradesh,Kanpur Nagar,39,56,13,No,42
2025-01-27,Uttar Pradesh,Kanpur Nagar,356,497,61,No,391
2025-01-28,Uttar Pradesh,Kanpur Nagar,449,789,73,No,493
2025-01-29,Uttar Pradesh,Kanpur Nagar,491,659,151,No,540
2025-01-30,Uttar Pradesh,Kanpur Nagar,574,1428,176,No,631
2025-01-31,Uttar Pradesh,Kanpur Nagar,444,547,109,No,488
2025-02-01,Uttar Pradesh,Kanpur Nagar,86,106,18,No,94
2025-02-02,Uttar Pradesh,Kanpur Nagar,97,126,29,No,106
2025-02-03,Uttar Pradesh,Kanpur Nagar,211,257,67,No,232
2025-02-04,Uttar Pradesh,Kanpur Nagar,235,343,55,No,258
2025-02-05,Uttar Pradesh,Kanpur Nagar,327,476,59,No,359
2025-02-06,Uttar Pradesh,Kanpur Nagar,192,307,29,No,211
2025-02-07,Uttar Pradesh,Kanpur Nagar,493,726,87,No,542
2025-02-08,Uttar Pradesh,Kanpur Nagar,42,76,11,No,46
2025-02-09,Uttar Pradesh,Kanpur Nagar,62,75,17,No,68
2025-02-10,Uttar Pradesh,Kanpur Nagar,389,813,120,No,427
2025-02-11,Uttar Pradesh,Kanpur Nagar,322,792,66,No,354
2025-02-12,Uttar Pradesh,Kanpur Nagar,306,427,54,No,336
2025-02-13,Uttar Pradesh,Kanpur Nagar,247,312,67,No,271
2025-02-14,Uttar Pradesh,Kanpur Nagar,223,385,40,No,245
2025-02-15,Uttar Pradesh,Kanpur Nagar,82,197,15,No,90
2025-02-16,Uttar Pradesh,Kanpur Nagar,60,88,12,No,66
2025-02-17,Uttar Pradesh,Kanpur Nagar,176,243,54,No,193
2025-02-18,Uttar Pradesh,Kanpur Nagar,420,861,134,No,462
2025-02-19,Uttar Pradesh,Kanpur Nagar,192,318,37,No,211
2025-02-20,Uttar Pradesh,Kanpur Nagar,270,615,78,No,297
2025-02-21,Uttar Pradesh,Kanpur Nagar,323,691,109,No,355
2025-02-22,Uttar Pradesh,Kanpur Nagar,83,174,24,No,91
2025-02-23,Uttar Pradesh,Kanpur Nagar,21,38,4,No,23
2025-02-24,Uttar Pradesh,Kanpur Nagar,260,411,40,No,286
2025-02-25,Uttar Pradesh,Kanpur Nagar,433,536,76,No,476
2025-02-26,Uttar Pradesh,Kanpur Nagar,598,1383,167,No,657
2025-02-27,Uttar Pradesh,Kanpur Nagar,468,801,91,No,514
2025-02-28,Uttar Pradesh,Kanpur Nagar,540,960,176,No,594
2025-03-01,Uttar Pradesh,Kanpur Nagar,84,149,25,No,92
2025-03-02,Uttar Pradesh,Kanpur Nagar,32,52,7,No,35
2025-03-03,Uttar Pradesh,Kanpur Nagar,541,1017,102,No,595
2025-03-04,Uttar Pradesh,Kanpur Nagar,317,706,57,No,348
2025-03-05,Uttar Pradesh,Kanpur Nagar,453,878,133,No,498
2025-03-06,Uttar Pradesh,Kanpur Nagar,347,855,63,No,381
2025-03-07,Uttar Pradesh,Kanpur Nagar,514,883,140,No,565
2025-03-08,Uttar Pradesh,Kanpur Nagar,60,120,19,No,66
2025-03-09,Uttar Pradesh,Kanpur Nagar,94,114,21,No,103
2025-03-10,Uttar Pradesh,Kanpur Nagar,290,678,96,No,319
2025-03-11,Uttar Pradesh,Kanpur Nagar,495,1164,103,No,544
2025-03-12,Uttar Pradesh,Kanpur Nagar,493,1074,112,No,542
2025-03-13,Uttar Pradesh,Kanpur Nagar,522,703,179,No,574
2025-03-14,Uttar Pradesh,Kanpur Nagar,481,1095,108,No,529
2025-03-15,Uttar Pradesh,Kanpur Nagar,21,42,4,No,23
2025-03-16,Uttar Pradesh,Kanpur Nagar,60,73,20,No,66
2025-03-17,Uttar Pradesh,Kanpur Nagar,276,508,69,No,303
2025-03-18,Uttar Pradesh,Kanpur Nagar,363,511,109,No,399
2025-03-19,Uttar Pradesh,Kanpur Nagar,316,479,76,No,347
2025-03-20,Uttar Pradesh,Kanpur Nagar,412,724,62,No,453
2025-03-21,Uttar Pradesh,Kanpur Nagar,286,388,67,No,314
2025-03-22,Uttar Pradesh,Kanpur Nagar,48,119,8,No,52
2025-03-23,Uttar Pradesh,Kanpur Nagar,88,205,28,No,96
2025-03-24,Uttar Pradesh,Kanpur Nagar,413,636,129,No,454
2025-03-25,Uttar Pradesh,Kanpur Nagar,349,597,79,No,383
2025-03-26,Uttar Pradesh,Kanpur Nagar,356,780,84,No,391
2025-03-27,Uttar Pradesh,Kanpur Nagar,220,446,37,No,242
2025-03-28,Uttar Pradesh,Kanpur Nagar,560,985,126,No,616
2025-03-29,Uttar Pradesh,Kanpur Nagar,72,154,14,No,79
2025-03-30,Uttar Pradesh,Kanpur Nagar,23,37,6,No,25
2025-03-31,Uttar Pradesh,Kanpur Nagar,569,1218,100,No,625
2025-04-01,Uttar Pradesh,Kanpur Nagar,503,779,120,No,553
2025-04-02,Uttar Pradesh,Kanpur Nagar,251,390,48,No,276
2025-04-03,Uttar Pradesh,Kanpur Nagar,187,273,31,No,205
2025-04-04,Uttar Pradesh,Kanpur Nagar,359,832,71,No,394
2025-04-05,Uttar Pradesh,Kanpur Nagar,39,97,8,No,42
2025-04-06,Uttar Pradesh,Kanpur Nagar,35,50,6,No,38
2025-04-07,Uttar Pradesh,Kanpur Nagar,441,550,131,No,485
2025-04-08,Uttar Pradesh,Kanpur Nagar,452,592,110,No,497
2025-04-09,Uttar Pradesh,Kanpur Nagar,467,765,153,No,513
