state,district,month,child_enrolments,adult_enrolments,total_enrolments
Himachal Pradesh,Solan,2025-04,285.0,170.0,455.0
Himachal Pradesh,Solan,2025-05,312.0,203.0,515.0
Himachal Pradesh,Solan,2025-06,533.0,244.0,777.0
Himachal Pradesh,Solan,2025-07,294.0,133.0,427.0
Himachal Pradesh,Solan,2025-08,176.0,213.0,389.0
Himachal Pradesh,Solan,2025-09,316.0,258.0,574.0
Himachal Pradesh,Solan,2025-10,187.0,183.0,370.0
Himachal Pradesh,Solan,2025-11,261.0,211.0,472.0
Himachal Pradesh,Solan,2025-12,257.0,276.0,533.0
Himachal Pradesh,Una,2025-01,7312.0,10819.0,18131.0
Himachal Pradesh,Una,2025-02,423.0,297.0,720.0
Himachal Pradesh,Una,2025-03,397.0,277.0,674.0
Himachal Pradesh,Una,2025-04,243.0,192.0,435.0
Himachal Pradesh,Una,2025-05,211.0,183.0,394.0
Himachal Pradesh,Una,2025-06,385.0,234.0,619.0
Himachal Pradesh,Una,2025-07,179.0,142.0,321.0
Himachal Pradesh,Una,2025-08,171.0,200.0,371.0
Himachal Pradesh,Una,2025-09,234.0,285.0,519.0
Himachal Pradesh,Una,2025-10,210.0,203.0,413.0
Himachal Pradesh,Una,2025-11,335.0,282.0,617.0
Himachal Pradesh,Una,2025-12,206.0,256.0,462.0
Jammu And Kashmir,Anantnag,2025-01,12198.0,14060.0,26258.0
Jammu And Kashmir,Anantnag,2025-02,373.0,252.0,625.0
Jammu And Kashmir,Anantnag,2025-03,325.0,183.0,508.0
Jammu And Kashmir,Anantnag,2025-04,386.0,248.0,634.0
Jammu And Kashmir,Anantnag,2025-05,235.0,189.0,424.0
Jammu And Kashmir,Anantnag,2025-06,295.0,214.0,509.0
Jammu And Kashmir,Anantnag,2025-07,240.0,173.0,413.0
Jammu And Kashmir,Anantnag,2025-08,363.0,304.0,667.0
Jammu And Kashmir,Anantnag,2025-09,369.0,261.0,630.0
Jammu And Kashmir,Anantnag,2025-10,373.0,247.0,620.0
Jammu And Kashmir,Anantnag,2025-11,428.0,252.0,680.0
Jammu And Kashmir,Anantnag,2025-12,470.0,239.0,709.0
Jammu And Kashmir,Badgam,2025-01,2647.0,6352.0,8999.0
Jammu And Kashmir,Badgam,2025-02,83.0,117.0,200.0
Jammu And Kashmir,Badgam,2025-03,75.0,109.0,184.0
Jammu And Kashmir,Badgam,2025-04,81.0,130.0,211.0
Jammu And Kashmir,Badgam,2025-05,56.0,99.0,155.0
Jammu And Kashmir,Badgam,2025-06,76.0,126.0,202.0
Jammu And Kashmir,Badgam,2025-07,34.0,79.0,113.0
Jammu And Kashmir,Badgam,2025-08,62.0,158.0,220.0
Jammu And Kashmir,Badgam,2025-09,54.0,102.0,156.0
Jammu And Kashmir,Badgam,2025-10,66.0,95.0,161.0
Jammu And Kashmir,Badgam,2025-11,74.0,101.0,175.0
Jammu And Kashmir,Badgam,2025-12,67.0,102.0,169.0
Jammu And Kashmir,Bandipore,2025-01,5751.0,7028.0,12779.0
Jammu And Kashmir,Bandipore,2025-02,191.0,105.0,296.0
Jammu And Kashmir,Bandipore,2025-03,161.0,124.0,285.0
Jammu And Kashmir,Bandipore,2025-04,140.0,121.0,261.0
Jammu And Kashmir,Bandipore,2025-05,85.0,79.0,164.0
Jammu And Kashmir,Bandipore,2025-06,160.0,132.0,292.0
Jammu And Kashmir,Bandipore,2025-07,68.0,68.0,136.0
Jammu And Kashmir,Bandipore,2025-08,148.0,142.0,290.0
Jammu And Kashmir,Bandipore,2025-09,173.0,103.0,276.0
Jammu And Kashmir,Bandipore,2025-10,195.0,81.0,276.0
Jammu And Kashmir,Bandipore,2025-11,174.0,98.0,272.0
Jammu And Kashmir,Bandipore,2025-12,171.0,74.0,245.0
Jammu And Kashmir,Bandipur,2025-01,0.0,0.0,0.0
Jammu And Kashmir,Bandipur,2025-02,0.0,0.0,0.0
Jammu And Kashmir,Bandipur,2025-03,0.0,0.0,0.0
Jammu And Kashmir,Bandipur,2025-04,0.0,0.0,0.0
Jammu And Kashmir,Bandipur,2025-05,0.0,0.0,0.0
Jammu And Kashmir,Bandipur,2025-06,0.0,0.0,0.0
Jammu And Kashmir,Bandipur,2025-07,0.0,1.0,1.0
Jammu And Kashmir,Bandipur,2025-08,0.0,0.0,0.0
Jammu And Kashmir,Bandipur,2025-09,0.0,0.0,0.0
Jammu And Kashmir,Bandipur,2025-10,0.0,0.0,0.0
Jammu And Kashmir,Bandipur,2025-11,0.0,0.0,0.0
Jammu And Kashmir,Bandipur,2025-12,0.0,0.0,0.0
Jammu And Kashmir,Baramula,2025-01,13782.0,23570.0,37352.0
Jammu And Kashmir,Baramula,2025-02,641.0,397.0,1038.0
Jammu And Kashmir,Baramula,2025-03,592.0,374.0,966.0
Jammu And Kashmir,Baramula,2025-04,633.0,506.0,1139.0
Jammu And Kashmir,Baramula,2025-05,387.0,344.0,731.0
Jammu And Kashmir,Baramula,2025-06,507.0,392.0,899.0
Jammu And Kashmir,Baramula,2025-07,232.0,255.0,487.0
Jammu And Kashmir,Baramula,2025-08,406.0,471.0,877.0
Jammu And Kashmir,Baramula,2025-09,589.0,417.0,1006.0
Jammu And Kashmir,Baramula,2025-10,614.0,398.0,1012.0
Jammu And Kashmir,Baramula,2025-11,564.0,411.0,975.0
Jammu And Kashmir,Baramula,2025-12,550.0,240.0,790.0
Jammu And Kashmir,Budgam,2025-01,10407.0,3570.0,13977.0
Jammu And Kashmir,Budgam,2025-02,392.0,42.0,434.0
Jammu And Kashmir,Budgam,2025-03,247.0,39.0,286.0
Jammu And Kashmir,Budgam,2025-04,353.0,42.0,395.0
Jammu And Kashmir,Budgam,2025-05,226.0,47.0,273.0
Jammu And Kashmir,Budgam,2025-06,214.0,38.0,252.0
Jammu And Kashmir,Budgam,2025-07,127.0,23.0,150.0
Jammu And Kashmir,Budgam,2025-08,252.0,49.0,301.0
Jammu And Kashmir,Budgam,2025-09,198.0,28.0,226.0
Jammu And Kashmir,Budgam,2025-10,335.0,36.0,371.0
Jammu And Kashmir,Budgam,2025-11,361.0,44.0,405.0
Jammu And Kashmir,Budgam,2025-12,450.0,37.0,487.0
Jammu And Kashmir,Doda,2025-01,10154.0,11186.0,21340.0
Jammu And Kashmir,Doda,2025-02,486.0,210.0,696.0
Jammu And Kashmir,Doda,2025-03,343.0,246.0,589.0
Jammu And Kashmir,Doda,2025-04,476.0,249.0,725.0
Jammu And Kashmir,Doda,2025-05,280.0,187.0,467.0
Jammu And Kashmir,Doda,2025-06,418.0,259.0,677.0
Jammu And Kashmir,Doda,2025-07,380.0,207.0,587.0
Jammu And Kashmir,Doda,2025-08,403.0,248.0,651.0
Jammu And Kashmir,Doda,2025-09,287.0,229.0,516.0
Jammu And Kashmir,Doda,2025-10,334.0,219.0,553.0
Jammu And Kashmir,Doda,2025-11,289.0,194.0,483.0
Jammu And Kashmir,Doda,2025-12,335.0,192.0,527.0
Jammu And Kashmir,Ganderbal,2025-01,3184.0,4709.0,7893.0
Jammu And Kashmir,Ganderbal,2025-02,137.0,64.0,201.0
Jammu And Kashmir,Ganderbal,2025-03,160.0,68.0,228.0
Jammu And Kashmir,Ganderbal,2025-04,118.0,82.0,200.0
Jammu And Kashmir,Ganderbal,2025-05,94.0,49.0,143.0
Jammu And Kashmir,Ganderbal,2025-06,100.0,79.0,179.0
Jammu And Kashmir,Ganderbal,2025-07,65.0,56.0,121.0
Jammu And Kashmir,Ganderbal,2025-08,110.0,78.0,188.0
Jammu And Kashmir,Ganderbal,2025-09,84.0,82.0,166.0
Jammu And Kashmir,Ganderbal,2025-10,102.0,89.0,191.0
Jammu And Kashmir,Ganderbal,2025-11,98.0,64.0,162.0
Jammu And Kashmir,Ganderbal,2025-12,124.0,54.0,178.0
Jammu And Kashmir,Jammu,2025-01,20250.0,36678.0,56928.0
Jammu And Kashmir,Jammu,2025-02,1131.0,597.0,1728.0
Jammu And Kashmir,Jammu,2025-03,737.0,456.0,1193.0
Jammu And Kashmir,Jammu,2025-04,1157.0,761.0,1918.0
Jammu And Kashmir,Jammu,2025-05,566.0,435.0,1001.0
Jammu And Kashmir,Jammu,2025-06,802.0,632.0,1434.0
Jammu And Kashmir,Jammu,2025-07,742.0,415.0,1157.0
Jammu And Kashmir,Jammu,2025-08,985.0,701.0,1686.0
Jammu And Kashmir,Jammu,2025-09,890.0,733.0,1623.0
Jammu And Kashmir,Jammu,2025-10,889.0,625.0,1514.0
Jammu And Kashmir,Jammu,2025-11,851.0,703.0,1554.0
Jammu And Kashmir,Jammu,2025-12,854.0,626.0,1480.0
Jammu And Kashmir,Kargil,2025-01,633.0,626.0,1259.0
Jammu And Kashmir,Kargil,2025-02,30.0,7.0,37.0
Jammu And Kashmir,Kargil,2025-03,33.0,10.0,43.0
Jammu And Kashmir,Kargil,2025-04,32.0,11.0,43.0
Jammu And Kashmir,Kargil,2025-05,20.0,14.0,34.0
Jammu And Kashmir,Kargil,2025-06,25.0,17.0,42.0
Jammu And Kashmir,Kargil,2025-07,14.0,18.0,32.0
Jammu And Kashmir,Kargil,2025-08,24.0,16.0,40.0
Jammu And Kashmir,Kargil,2025-09,25.0,19.0,44.0
Jammu And Kashmir,Kargil,2025-10,26.0,30.0,56.0
Jammu And Kashmir,Kargil,2025-11,31.0,22.0,53.0
Jammu And Kashmir,Kargil,2025-12,62.0,19.0,81.0
Jammu And Kashmir,Kathua,2025-01,12375.0,12090.0,24465.0
Jammu And Kashmir,Kathua,2025-02,363.0,144.0,507.0
Jammu And Kashmir,Kathua,2025-03,405.0,162.0,567.0
Jammu And Kashmir,Kathua,2025-04,534.0,174.0,708.0
Jammu And Kashmir,Kathua,2025-05,339.0,159.0,498.0
Jammu And Kashmir,Kathua,2025-06,284.0,179.0,463.0
Jammu And Kashmir,Kathua,2025-07,260.0,144.0,404.0
Jammu And Kashmir,Kathua,2025-08,397.0,198.0,595.0
Jammu And Kashmir,Kathua,2025-09,390.0,225.0,615.0
Jammu And Kashmir,Kathua,2025-10,403.0,195.0,598.0
Jammu And Kashmir,Kathua,2025-11,385.0,219.0,604.0
Jammu And Kashmir,Kathua,2025-12,482.0,226.0,708.0
Jammu And Kashmir,Kishtwar,2025-01,7551.0,7075.0,14626.0
Jammu And Kashmir,Kishtwar,2025-02,120.0,82.0,202.0
Jammu And Kashmir,Kishtwar,2025-03,119.0,110.0,229.0
Jammu And Kashmir,Kishtwar,2025-04,131.0,119.0,250.0
Jammu And Kashmir,Kishtwar,2025-05,74.0,114.0,188.0
Jammu And Kashmir,Kishtwar,2025-06,103.0,100.0,203.0
Jammu And Kashmir,Kishtwar,2025-07,89.0,82.0,171.0
Jammu And Kashmir,Kishtwar,2025-08,152.0,154.0,306.0
Jammu And Kashmir,Kishtwar,2025-09,110.0,100.0,210.0
Jammu And Kashmir,Kishtwar,2025-10,95.0,91.0,186.0
Jammu And Kashmir,Kishtwar,2025-11,121.0,126.0,247.0
Jammu And Kashmir,Kishtwar,2025-12,179.0,105.0,284.0
Jammu And Kashmir,Kulgam,2025-01,8246.0,8952.0,17198.0
Jammu And Kashmir,Kulgam,2025-02,237.0,100.0,337.0
Jammu And Kashmir,Kulgam,2025-03,152.0,80.0,232.0
Jammu And Kashmir,Kulgam,2025-04,184.0,109.0,293.0
Jammu And Kashmir,Kulgam,2025-05,149.0,99.0,248.0
Jammu And Kashmir,Kulgam,2025-06,166.0,123.0,289.0
Jammu And Kashmir,Kulgam,2025-07,101.0,61.0,162.0
Jammu And Kashmir,Kulgam,2025-08,238.0,117.0,355.0
Jammu And Kashmir,Kulgam,2025-09,202.0,106.0,308.0
Jammu And Kashmir,Kulgam,2025-10,328.0,103.0,431.0
Jammu And Kashmir,Kulgam,2025-11,268.0,99.0,367.0
Jammu And Kashmir,Kulgam,2025-12,283.0,71.0,354.0
Jammu And Kashmir,Kupwara,2025-01,14657.0,17644.0,32301.0
Jammu And Kashmir,Kupwara,2025-02,425.0,326.0,751.0
Jammu And Kashmir,Kupwara,2025-03,384.0,281.0,665.0
Jammu And Kashmir,Kupwara,2025-04,462.0,348.0,810.0
Jammu And Kashmir,Kupwara,2025-05,270.0,273.0,543.0
Jammu And Kashmir,Kupwara,2025-06,306.0,258.0,564.0
Jammu And Kashmir,Kupwara,2025-07,240.0,195.0,435.0
Jammu And Kashmir,Kupwara,2025-08,343.0,311.0,654.0
Jammu And Kashmir,Kupwara,2025-09,334.0,265.0,599.0
Jammu And Kashmir,Kupwara,2025-10,283.0,209.0,492.0
Jammu And Kashmir,Kupwara,2025-11,411.0,296.0,707.0
Jammu And Kashmir,Kupwara,2025-12,450.0,294.0,744.0
Jammu And Kashmir,Leh,2025-01,577.0,549.0,1126.0
Jammu And Kashmir,Leh,2025-02,35.0,21.0,56.0
Jammu And Kashmir,Leh,2025-03,43.0,23.0,66.0
Jammu And Kashmir,Leh,2025-04,15.0,16.0,31.0
Jammu And Kashmir,Leh,2025-05,10.0,4.0,14.0
Jammu And Kashmir,Leh,2025-06,20.0,15.0,35.0
Jammu And Kashmir,Leh,2025-07,17.0,14.0,31.0
Jammu And Kashmir,Leh,2025-08,7.0,8.0,15.0
Jammu And Kashmir,Leh,2025-09,24.0,21.0,45.0
Jammu And Kashmir,Leh,2025-10,6.0,8.0,14.0
Jammu And Kashmir,Leh,2025-11,31.0,14.0,45.0
Jammu And Kashmir,Leh,2025-12,37.0,14.0,51.0
Jammu And Kashmir,Leh (Ladakh),2025-01,0.0,0.0,0.0
Jammu And Kashmir,Leh (Ladakh),2025-02,0.0,0.0,0.0
Jammu And Kashmir,Leh (Ladakh),2025-03,0.0,0.0,0.0
Jammu And Kashmir,Leh (Ladakh),2025-04,1.0,0.0,1.0
Jammu And Kashmir,Leh (Ladakh),2025-05,0.0,0.0,0.0
Jammu And Kashmir,Leh (Ladakh),2025-06,0.0,1.0,1.0
Jammu And Kashmir,Leh (Ladakh),2025-07,0.0,0.0,0.0
Jammu And Kashmir,Leh (Ladakh),2025-08,0.0,0.0,0.0
Jammu And Kashmir,Leh (Ladakh),2025-09,0.0,0.0,0.0
Jammu And Kashmir,Leh (Ladakh),2025-10,0.0,0.0,0.0
Jammu And Kashmir,Leh (Ladakh),2025-11,0.0,0.0,0.0
Jammu And Kashmir,Leh (Ladakh),2025-12,0.0,0.0,0.0
Jammu And Kashmir,Pulwama,2025-01,6400.0,8127.0,14527.0
Jammu And Kashmir,Pulwama,2025-02,623.0,184.0,807.0
Jammu And Kashmir,Pulwama,2025-03,680.0,173.0,853.0
Jammu And Kashmir,Pulwama,2025-04,1109.0,227.0,1336.0
Jammu And Kashmir,Pulwama,2025-05,408.0,129.0,537.0
Jammu And Kashmir,Pulwama,2025-06,388.0,174.0,562.0
Jammu And Kashmir,Pulwama,2025-07,383.0,127.0,510.0
Jammu And Kashmir,Pulwama,2025-08,447.0,159.0,606.0
Jammu And Kashmir,Pulwama,2025-09,338.0,155.0,493.0
Jammu And Kashmir,Pulwama,2025-10,574.0,161.0,735.0
Jammu And Kashmir,Pulwama,2025-11,547.0,183.0,730.0
Jammu And Kashmir,Pulwama,2025-12,805.0,135.0,940.0
Jammu And Kashmir,Punch,2025-01,11514.0,14486.0,26000.0
Jammu And Kashmir,Punch,2025-02,528.0,227.0,755.0
Jammu And Kashmir,Punch,2025-03,496.0,252.0,748.0
Jammu And Kashmir,Punch,2025-04,531.0,260.0,791.0
Jammu And Kashmir,Punch,2025-05,368.0,205.0,573.0
Jammu And Kashmir,Punch,2025-06,431.0,207.0,638.0
Jammu And Kashmir,Punch,2025-07,568.0,238.0,806.0
Jammu And Kashmir,Punch,2025-08,599.0,247.0,846.0
Jammu And Kashmir,Punch,2025-09,431.0,213.0,644.0
Jammu And Kashmir,Punch,2025-10,556.0,187.0,743.0
Jammu And Kashmir,Punch,2025-11,475.0,219.0,694.0
Jammu And Kashmir,Punch,2025-12,581.0,264.0,845.0
Jammu And Kashmir,Rajauri,2025-01,0.0,1.0,1.0
Jammu And Kashmir,Rajauri,2025-02,0.0,1.0,1.0
Jammu And Kashmir,Rajauri,2025-03,0.0,0.0,0.0
Jammu And Kashmir,Rajauri,2025-04,0.0,1.0,1.0
Jammu And Kashmir,Rajauri,2025-05,0.0,0.0,0.0
Jammu And Kashmir,Rajauri,2025-06,0.0,0.0,0.0
Jammu And Kashmir,Rajauri,2025-07,0.0,0.0,0.0
Jammu And Kashmir,Rajauri,2025-08,0.0,0.0,0.0
Jammu And Kashmir,Rajauri,2025-09,0.0,0.0,0.0
Jammu And Kashmir,Rajauri,2025-10,0.0,0.0,0.0
Jammu And Kashmir,Rajauri,2025-11,0.0,0.0,0.0
Jammu And Kashmir,Rajauri,2025-12,0.0,0.0,0.0
Jammu And Kashmir,Rajouri,2025-01,13252.0,17481.0,30733.0
Jammu And Kashmir,Rajouri,2025-02,886.0,377.0,1263.0
Jammu And Kashmir,Rajouri,2025-03,700.0,344.0,1044.0
Jammu And Kashmir,Rajouri,2025-04,784.0,346.0,1130.0
Jammu And Kashmir,Rajouri,2025-05,546.0,301.0,847.0
Jammu And Kashmir,Rajouri,2025-06,555.0,277.0,832.0
Jammu And Kashmir,Rajouri,2025-07,535.0,235.0,770.0
Jammu And Kashmir,Rajouri,2025-08,779.0,329.0,1108.0
Jammu And Kashmir,Rajouri,2025-09,609.0,329.0,938.0
Jammu And Kashmir,Rajouri,2025-10,572.0,301.0,873.0
Jammu And Kashmir,Rajouri,2025-11,629.0,360.0,989.0
Jammu And Kashmir,Rajouri,2025-12,798.0,378.0,1176.0
Jammu And Kashmir,Ramban,2025-01,8055.0,5715.0,13770.0
Jammu And Kashmir,Ramban,2025-02,1097.0,92.0,1189.0
Jammu And Kashmir,Ramban,2025-03,727.0,80.0,807.0
Jammu And Kashmir,Ramban,2025-04,788.0,101.0,889.0
Jammu And Kashmir,Ramban,2025-05,490.0,77.0,567.0
Jammu And Kashmir,Ramban,2025-06,513.0,86.0,599.0
Jammu And Kashmir,Ramban,2025-07,559.0,57.0,616.0
Jammu And Kashmir,Ramban,2025-08,590.0,78.0,668.0
Jammu And Kashmir,Ramban,2025-09,422.0,97.0,519.0
Jammu And Kashmir,Ramban,2025-10,409.0,100.0,509.0
Jammu And Kashmir,Ramban,2025-11,345.0,91.0,436.0
Jammu And Kashmir,Ramban,2025-12,495.0,94.0,589.0
Jammu And Kashmir,Reasi,2025-01,7900.0,7797.0,15697.0
Jammu And Kashmir,Reasi,2025-02,197.0,112.0,309.0
Jammu And Kashmir,Reasi,2025-03,105.0,83.0,188.0
Jammu And Kashmir,Reasi,2025-04,149.0,115.0,264.0
Jammu And Kashmir,Reasi,2025-05,119.0,113.0,232.0
Jammu And Kashmir,Reasi,2025-06,145.0,104.0,249.0
Jammu And Kashmir,Reasi,2025-07,150.0,103.0,253.0
Jammu And Kashmir,Reasi,2025-08,149.0,120.0,269.0
Jammu And Kashmir,Reasi,2025-09,152.0,100.0,252.0
Jammu And Kashmir,Reasi,2025-10,146.0,94.0,240.0
Jammu And Kashmir,Reasi,2025-11,156.0,109.0,265.0
Jammu And Kashmir,Reasi,2025-12,235.0,141.0,376.0
Jammu And Kashmir,Samba,2025-01,2914.0,3179.0,6093.0
Jammu And Kashmir,Samba,2025-02,135.0,50.0,185.0
Jammu And Kashmir,Samba,2025-03,100.0,28.0,128.0
Jammu And Kashmir,Samba,2025-04,198.0,57.0,255.0
Jammu And Kashmir,Samba,2025-05,108.0,30.0,138.0
Jammu And Kashmir,Samba,2025-06,141.0,71.0,212.0
Jammu And Kashmir,Samba,2025-07,126.0,30.0,156.0
Jammu And Kashmir,Samba,2025-08,137.0,50.0,187.0
Jammu And Kashmir,Samba,2025-09,109.0,39.0,148.0
Jammu And Kashmir,Samba,2025-10,134.0,59.0,193.0
Jammu And Kashmir,Samba,2025-11,140.0,51.0,191.0
Jammu And Kashmir,Samba,2025-12,158.0,61.0,219.0
Jammu And Kashmir,Shupiyan,2025-01,4713.0,4834.0,9547.0
Jammu And Kashmir,Shupiyan,2025-02,254.0,64.0,318.0
Jammu And Kashmir,Shupiyan,2025-03,162.0,35.0,197.0
Jammu And Kashmir,Shupiyan,2025-04,269.0,91.0,360.0
Jammu And Kashmir,Shupiyan,2025-05,109.0,57.0,166.0
Jammu And Kashmir,Shupiyan,2025-06,134.0,55.0,189.0
Jammu And Kashmir,Shupiyan,2025-07,149.0,28.0,177.0
Jammu And Kashmir,Shupiyan,2025-08,245.0,63.0,308.0
Jammu And Kashmir,Shupiyan,2025-09,182.0,80.0,262.0
Jammu And Kashmir,Shupiyan,2025-10,118.0,58.0,176.0
Jammu And Kashmir,Shupiyan,2025-11,170.0,79.0,249.0
Jammu And Kashmir,Shupiyan,2025-12,116.0,53.0,169.0
Jammu And Kashmir,Srinagar,2025-01,10977.0,24604.0,35581.0
Jammu And Kashmir,Srinagar,2025-02,923.0,604.0,1527.0
Jammu And Kashmir,Srinagar,2025-03,978.0,527.0,1505.0
Jammu And Kashmir,Srinagar,2025-04,896.0,675.0,1571.0
Jammu And Kashmir,Srinagar,2025-05,597.0,497.0,1094.0
Jammu And Kashmir,Srinagar,2025-06,793.0,620.0,1413.0
Jammu And Kashmir,Srinagar,2025-07,608.0,468.0,1076.0
Jammu And Kashmir,Srinagar,2025-08,760.0,567.0,1327.0
Jammu And Kashmir,Srinagar,2025-09,694.0,613.0,1307.0
Jammu And Kashmir,Srinagar,2025-10,854.0,609.0,1463.0
Jammu And Kashmir,Srinagar,2025-11,813.0,527.0,1340.0
Jammu And Kashmir,Srinagar,2025-12,1118.0,671.0,1789.0
Jammu And Kashmir,Udhampur,2025-01,14173.0,15910.0,30083.0
Jammu And Kashmir,Udhampur,2025-02,283.0,220.0,503.0
Jammu And Kashmir,Udhampur,2025-03,350.0,225.0,575.0
Jammu And Kashmir,Udhampur,2025-04,394.0,362.0,756.0
Jammu And Kashmir,Udhampur,2025-05,214.0,192.0,406.0
Jammu And Kashmir,Udhampur,2025-06,303.0,293.0,596.0
Jammu And Kashmir,Udhampur,2025-07,361.0,283.0,644.0
Jammu And Kashmir,Udhampur,2025-08,281.0,299.0,580.0
Jammu And Kashmir,Udhampur,2025-09,248.0,278.0,526.0
Jammu And Kashmir,Udhampur,2025-10,242.0,280.0,522.0
Jammu And Kashmir,Udhampur,2025-11,210.0,255.0,465.0
Jammu And Kashmir,Udhampur,2025-12,331.0,325.0,656.0
Jharkhand,Bokaro,2025-01,29872.0,43860.0,73732.0
Jharkhand,Bokaro,2025-02,1027.0,1033.0,2060.0
Jharkhand,Bokaro,2025-03,562.0,838.0,1400.0
Jharkhand,Bokaro,2025-04,426.0,606.0,1032.0
Jharkhand,Bokaro,2025-05,292.0,553.0,845.0
Jharkhand,Bokaro,2025-06,853.0,1026.0,1879.0
Jharkhand,Bokaro,2025-07,330.0,529.0,859.0
Jharkhand,Bokaro,2025-08,613.0,750.0,1363.0
Jharkhand,Bokaro,2025-09,878.0,934.0,1812.0
Jharkhand,Bokaro,2025-10,657.0,755.0,1412.0
Jharkhand,Bokaro,2025-11,868.0,880.0,1748.0
Jharkhand,Bokaro,2025-12,886.0,992.0,1878.0
Jharkhand,Bokaro *,2025-01,1.0,0.0,1.0
Jharkhand,Bokaro *,2025-02,0.0,0.0,0.0
Jharkhand,Bokaro *,2025-03,0.0,0.0,0.0
Jharkhand,Bokaro *,2025-04,0.0,0.0,0.0
Jharkhand,Bokaro *,2025-05,0.0,1.0,1.0
Jharkhand,Bokaro *,2025-06,0.0,0.0,0.0
Jharkhand,Bokaro *,2025-07,0.0,0.0,0.0
Jharkhand,Bokaro *,2025-08,0.0,0.0,0.0
Jharkhand,Bokaro *,2025-09,0.0,0.0,0.0
Jharkhand,Bokaro *,2025-10,0.0,0.0,0.0
Jharkhand,Bokaro *,2025-11,0.0,0.0,0.0
Jharkhand,Bokaro *,2025-12,0.0,0.0,0.0
Jharkhand,Chatra,2025-01,21066.0,23429.0,44495.0
Jharkhand,Chatra,2025-02,676.0,639.0,1315.0
Jharkhand,Chatra,2025-03,314.0,386.0,700.0
Jharkhand,Chatra,2025-04,311.0,356.0,667.0
Jharkhand,Chatra,2025-05,266.0,370.0,636.0
Jharkhand,Chatra,2025-06,640.0,803.0,1443.0
Jharkhand,Chatra,2025-07,284.0,333.0,617.0
Jharkhand,Chatra,2025-08,519.0,506.0,1025.0
Jharkhand,Chatra,2025-09,656.0,755.0,1411.0
Jharkhand,Chatra,2025-10,356.0,432.0,788.0
Jharkhand,Chatra,2025-11,640.0,671.0,1311.0
Jharkhand,Chatra,2025-12,759.0,626.0,1385.0
Jharkhand,Deoghar,2025-01,22527.0,23711.0,46238.0
Jharkhand,Deoghar,2025-02,574.0,595.0,1169.0
Jharkhand,Deoghar,2025-03,371.0,463.0,834.0
Jharkhand,Deoghar,2025-04,304.0,288.0,592.0
Jharkhand,Deoghar,2025-05,223.0,312.0,535.0
Jharkhand,Deoghar,2025-06,563.0,607.0,1170.0
Jharkhand,Deoghar,2025-07,277.0,320.0,597.0
Jharkhand,Deoghar,2025-08,328.0,372.0,700.0
Jharkhand,Deoghar,2025-09,509.0,585.0,1094.0
Jharkhand,Deoghar,2025-10,553.0,525.0,1078.0
Jharkhand,Deoghar,2025-11,511.0,491.0,1002.0
Jharkhand,Deoghar,2025-12,556.0,473.0,1029.0
Jharkhand,Dhanbad,2025-01,37679.0,71074.0,108753.0
Jharkhand,Dhanbad,2025-02,717.0,1371.0,2088.0
Jharkhand,Dhanbad,2025-03,577.0,1108.0,1685.0
Jharkhand,Dhanbad,2025-04,409.0,809.0,1218.0
Jharkhand,Dhanbad,2025-05,385.0,772.0,1157.0
Jharkhand,Dhanbad,2025-06,710.0,1394.0,2104.0
Jharkhand,Dhanbad,2025-07,412.0,879.0,1291.0
Jharkhand,Dhanbad,2025-08,492.0,1052.0,1544.0
Jharkhand,Dhanbad,2025-09,721.0,1328.0,2049.0
Jharkhand,Dhanbad,2025-10,595.0,1117.0,1712.0
Jharkhand,Dhanbad,2025-11,674.0,1258.0,1932.0
Jharkhand,Dhanbad,2025-12,800.0,1533.0,2333.0
Jharkhand,Dumka,2025-01,26657.0,28073.0,54730.0
Jharkhand,Dumka,2025-02,505.0,675.0,1180.0
Jharkhand,Dumka,2025-03,430.0,597.0,1027.0
Jharkhand,Dumka,2025-04,289.0,398.0,687.0
Jharkhand,Dumka,2025-05,277.0,337.0,614.0
Jharkhand,Dumka,2025-06,445.0,513.0,958.0
Jharkhand,Dumka,2025-07,269.0,362.0,631.0
Jharkhand,Dumka,2025-08,311.0,436.0,747.0
Jharkhand,Dumka,2025-09,455.0,643.0,1098.0
Jharkhand,Dumka,2025-10,455.0,587.0,1042.0
Jharkhand,Dumka,2025-11,461.0,564.0,1025.0
Jharkhand,Dumka,2025-12,522.0,605.0,1127.0
Jharkhand,East Singhbhum,2025-01,42608.0,53248.0,95856.0
Jharkhand,East Singhbhum,2025-02,1059.0,1392.0,2451.0
Jharkhand,East Singhbhum,2025-03,736.0,1066.0,1802.0
Jharkhand,East Singhbhum,2025-04,562.0,856.0,1418.0
Jharkhand,East Singhbhum,2025-05,396.0,676.0,1072.0
Jharkhand,East Singhbhum,2025-06,784.0,1046.0,1830.0
Jharkhand,East Singhbhum,2025-07,647.0,816.0,1463.0
Jharkhand,East Singhbhum,2025-08,574.0,875.0,1449.0
Jharkhand,East Singhbhum,2025-09,694.0,1103.0,1797.0
Jharkhand,East Singhbhum,2025-10,654.0,1017.0,1671.0
Jharkhand,East Singhbhum,2025-11,708.0,1120.0,1828.0
Jharkhand,East Singhbhum,2025-12,765.0,1180.0,1945.0
Jharkhand,Garhwa,2025-01,29132.0,39333.0,68465.0
Jharkhand,Garhwa,2025-02,827.0,1260.0,2087.0
Jharkhand,Garhwa,2025-03,529.0,704.0,1233.0
