Date,State,District,Enrolments,Updates,Child_Enrolments,Is_Anomaly,Forecast
2025-02-25,Uttar Pradesh,Varanasi,184,302,45,No,202
2025-02-26,Uttar Pradesh,Varanasi,431,964,78,No,474
2025-02-27,Uttar Pradesh,Varanasi,463,581,99,No,509
2025-02-28,Uttar Pradesh,Varanasi,474,1033,110,No,521
2025-03-01,Uttar Pradesh,Varanasi,24,33,5,No,26
2025-03-02,Uttar Pradesh,Varanasi,87,177,22,No,95
2025-03-03,Uttar Pradesh,Varanasi,243,482,39,No,267
2025-03-04,Uttar Pradesh,Varanasi,479,660,83,No,526
2025-03-05,Uttar Pradesh,Varanasi,461,590,102,No,507
2025-03-06,Uttar Pradesh,Varanasi,274,510,83,No,301
2025-03-07,Uttar Pradesh,Varanasi,158,345,44,No,173
2025-03-08,Uttar Pradesh,Varanasi,73,122,22,No,80
2025-03-09,Uttar Pradesh,Varanasi,20,44,4,No,22
2025-03-10,Uttar Pradesh,Varanasi,301,668,58,No,331
2025-03-11,Uttar Pradesh,Varanasi,180,332,45,No,198
2025-03-12,Uttar Pradesh,Varanasi,244,430,65,No,268
2025-03-13,Uttar Pradesh,Varanasi,284,454,93,No,312
2025-03-14,Uttar Pradesh,Varanasi,223,502,50,No,245
2025-03-15,Uttar Pradesh,Varanasi,94,142,20,No,103
2025-03-16,Uttar Pradesh,Varanasi,25,50,4,No,27
2025-03-17,Uttar Pradesh,Varanasi,505,860,104,No,555
2025-03-18,Uttar Pradesh,Varanasi,382,826,111,No,420
2025-03-19,Uttar Pradesh,Varanasi,577,933,128,No,634
2025-03-20,Uttar Pradesh,Varanasi,297,631,64,No,326
2025-03-21,Uttar Pradesh,Varanasi,513,1087,102,No,564
2025-03-22,Uttar Pradesh,Varanasi,33,71,6,No,36
2025-03-23,Uttar Pradesh,Varanasi,65,88,12,No,71
2025-03-24,Uttar Pradesh,Varanasi,524,1059,117,No,576
2025-03-25,Uttar Pradesh,Varanasi,566,1296,101,No,622
2025-03-26,Uttar Pradesh,Varanasi,314,529,67,No,345
2025-03-27,Uttar Pradesh,Varanasi,492,885,154,No,541
2025-03-28,Uttar Pradesh,Varanasi,590,734,204,No,649
2025-03-29,Uttar Pradesh,Varanasi,93,205,32,No,102
2025-03-30,Uttar Pradesh,Varanasi,21,40,3,No,23
2025-03-31,Uttar Pradesh,Varanasi,186,421,52,No,204
2025-04-01,Uttar Pradesh,Varanasi,330,686,61,No,363
2025-04-02,Uttar Pradesh,Varanasi,319,438,87,No,350
2025-04-03,Uttar Pradesh,Varanasi,285,707,54,No,313
2025-04-04,Uttar Pradesh,Varanasi,174,217,58,No,191
2025-04-05,Uttar Pradesh,Varanasi,91,195,27,No,100
2025-04-06,Uttar Pradesh,Varanasi,48,86,7,No,52
2025-04-07,Uttar Pradesh,Varanasi,449,1040,152,No,493
2025-04-08,Uttar Pradesh,Varanasi,508,1077,109,No,558
2025-04-09,Uttar Pradesh,Varanasi,462,1136,102,No,508
2025-04-10,Uttar Pradesh,Varanasi,587,1280,166,No,645
2025-04-11,Uttar Pradesh,Varanasi,511,1041,100,No,562
2025-04-12,Uttar Pradesh,Varanasi,71,117,22,No,78
2025-04-13,Uttar Pradesh,Varanasi,98,168,27,No,107
2025-04-14,Uttar Pradesh,Varanasi,437,849,88,No,480
2025-04-15,Uttar Pradesh,Varanasi,187,408,51,No,205
2025-04-16,Uttar Pradesh,Varanasi,320,471,62,No,352
2025-04-17,Uttar Pradesh,Varanasi,226,531,42,No,248
2025-04-18,Uttar Pradesh,Varanasi,240,294,52,No,264
2025-04-19,Uttar Pradesh,Varanasi,73,159,12,No,80
2025-04-20,Uttar Pradesh,Varanasi,75,90,12,No,82
2025-04-21,Uttar Pradesh,Varanasi,193,373,40,No,212
2025-04-22,Uttar Pradesh,Varanasi,174,427,58,No,191
2025-04-23,Uttar Pradesh,Varanasi,480,681,95,No,528
2025-04-24,Uttar Pradesh,Varanasi,409,493,78,No,449
2025-04-25,Uttar Pradesh,Varanasi,405,938,97,Yes,445
2025-04-26,Uttar Pradesh,Varanasi,93,135,26,No,102
2025-04-27,Uttar Pradesh,Varanasi,34,55,8,No,37
2025-04-28,Uttar Pradesh,Varanasi,293,531,76,No,322
2025-04-29,Uttar Pradesh,Varanasi,221,522,52,No,243
2025-04-30,Uttar Pradesh,Varanasi,366,793,76,No,402
2025-05-01,Uttar Pradesh,Varanasi,198,478,55,No,217
2025-05-02,Uttar Pradesh,Varanasi,363,517,112,No,399
2025-05-03,Uttar Pradesh,Varanasi,40,48,13,No,44
2025-05-04,Uttar Pradesh,Varanasi,39,91,12,No,42
2025-05-05,Uttar Pradesh,Varanasi,552,935,89,No,607
2025-05-06,Uttar Pradesh,Varanasi,351,668,86,No,386
2025-05-07,Uttar Pradesh,Varanasi,256,387,58,No,281
2025-05-08,Uttar Pradesh,Varanasi,447,617,142,No,491
2025-05-09,Uttar Pradesh,Varanasi,412,797,140,No,453
2025-05-10,Uttar Pradesh,Varanasi,53,70,14,No,58
2025-05-11,Uttar Pradesh,Varanasi,34,50,10,No,37
2025-05-12,Uttar Pradesh,Varanasi,307,485,83,No,337
2025-05-13,Uttar Pradesh,Varanasi,250,574,79,No,275
2025-05-14,Uttar Pradesh,Varanasi,311,577,84,No,342
2025-05-15,Uttar Pradesh,Varanasi,557,1269,166,No,612
2025-05-16,Uttar Pradesh,Varanasi,417,561,98,No,458
2025-05-17,Uttar Pradesh,Varanasi,61,107,14,No,67
2025-05-18,Uttar Pradesh,Varanasi,30,41,6,No,33
2025-05-19,Uttar Pradesh,Varanasi,533,981,100,No,586
2025-05-20,Uttar Pradesh,Varanasi,475,1096,122,No,522
2025-05-21,Uttar Pradesh,Varanasi,488,1009,121,No,536
2025-05-22,Uttar Pradesh,Varanasi,440,1013,132,No,484
2025-05-23,Uttar Pradesh,Varanasi,591,1279,157,No,650
2025-05-24,Uttar Pradesh,Varanasi,31,63,8,No,34
2025-05-25,Uttar Pradesh,Varanasi,82,117,17,No,90
2025-05-26,Uttar Pradesh,Varanasi,445,905,111,No,489
2025-05-27,Uttar Pradesh,Varanasi,550,874,124,No,605
2025-05-28,Uttar Pradesh,Varanasi,393,566,106,No,432
2025-05-29,Uttar Pradesh,Varanasi,155,307,35,No,170
2025-05-30,Uttar Pradesh,Varanasi,460,1000,154,No,506
2025-05-31,Uttar Pradesh,Varanasi,45,58,8,No,49
2025-06-01,Uttar Pradesh,Varanasi,60,81,14,No,66
2025-06-02,Uttar Pradesh,Varanasi,340,421,58,No,374
2025-06-03,Uttar Pradesh,Varanasi,166,351,55,No,182
2025-06-04,Uttar Pradesh,Varanasi,441,1029,130,No,485
2025-06-05,Uttar Pradesh,Varanasi,515,723,83,No,566
2025-06-06,Uttar Pradesh,Varanasi,283,455,65,No,311
2025-06-07,Uttar Pradesh,Varanasi,43,57,13,No,47
2025-06-08,Uttar Pradesh,Varanasi,89,108,14,No,97
2025-06-09,Uttar Pradesh,Varanasi,503,1079,133,No,553
2025-06-10,Uttar Pradesh,Varanasi,153,361,31,No,168
2025-06-11,Uttar Pradesh,Varanasi,524,833,174,No,576
2025-06-12,Uttar Pradesh,Varanasi,398,671,88,No,437
2025-06-13,Uttar Pradesh,Varanasi,516,1273,140,No,567
2025-06-14,Uttar Pradesh,Varanasi,71,124,22,No,78
2025-06-15,Uttar Pradesh,Varanasi,23,47,5,No,25
2025-06-16,Uttar Pradesh,Varanasi,360,621,119,No,396
2025-06-17,Uttar Pradesh,Varanasi,467,634,93,No,513
2025-06-18,Uttar Pradesh,Varanasi,235,479,82,No,258
2025-06-19,Uttar Pradesh,Varanasi,299,484,82,No,328
2025-06-20,Uttar Pradesh,Varanasi,455,767,134,No,500
2025-06-21,Uttar Pradesh,Varanasi,86,197,21,No,94
2025-06-22,Uttar Pradesh,Varanasi,68,109,21,No,74
2025-06-23,Uttar Pradesh,Varanasi,203,279,69,No,223
2025-06-24,Uttar Pradesh,Varanasi,276,524,57,No,303
2025-06-25,Uttar Pradesh,Varanasi,347,585,116,No,381
2025-06-26,Uttar Pradesh,Varanasi,155,337,31,No,170
2025-06-27,Uttar Pradesh,Varanasi,521,1161,85,No,573
2025-06-28,Uttar Pradesh,Varanasi,71,171,13,Yes,78
2025-06-29,Uttar Pradesh,Varanasi,23,37,4,No,25
2025-06-30,Uttar Pradesh,Varanasi,399,794,112,No,438
2025-07-01,Uttar Pradesh,Varanasi,362,768,100,No,398
2025-07-02,Uttar Pradesh,Varanasi,542,1255,93,No,596
2025-07-03,Uttar Pradesh,Varanasi,316,600,110,No,347
2025-07-04,Uttar Pradesh,Varanasi,206,354,52,No,226
2025-07-05,Uttar Pradesh,Varanasi,84,190,27,No,92
2025-07-06,Uttar Pradesh,Varanasi,63,154,15,No,69
2025-07-07,Uttar Pradesh,Varanasi,590,739,133,No,649
2025-07-08,Uttar Pradesh,Varanasi,434,823,112,No,477
2025-07-09,Uttar Pradesh,Varanasi,443,664,143,No,487
2025-07-10,Uttar Pradesh,Varanasi,180,409,31,No,198
2025-07-11,Uttar Pradesh,Varanasi,393,474,105,No,432
2025-07-12,Uttar Pradesh,Varanasi,80,186,19,No,88
2025-07-13,Uttar Pradesh,Varanasi,20,29,4,No,22
2025-07-14,Uttar Pradesh,Varanasi,393,520,125,No,432
2025-07-15,Uttar Pradesh,Varanasi,325,746,107,No,357
2025-07-16,Uttar Pradesh,Varanasi,545,1161,152,No,599
2025-07-17,Uttar Pradesh,Varanasi,204,459,33,No,224
2025-07-18,Uttar Pradesh,Varanasi,444,987,101,No,488
2025-07-19,Uttar Pradesh,Varanasi,87,144,22,No,95
2025-07-20,Uttar Pradesh,Varanasi,73,154,20,No,80
2025-07-21,Uttar Pradesh,Varanasi,497,867,127,No,546
2025-07-22,Uttar Pradesh,Varanasi,518,829,164,No,569
2025-07-23,Uttar Pradesh,Varanasi,274,576,88,No,301
2025-07-24,Uttar Pradesh,Varanasi,229,331,77,No,251
2025-07-25,Uttar Pradesh,Varanasi,468,827,132,No,514
2025-07-26,Uttar Pradesh,Varanasi,58,98,10,No,63
2025-07-27,Uttar Pradesh,Varanasi,63,100,10,No,69
2025-07-28,Uttar Pradesh,Varanasi,433,666,101,No,476
2025-07-29,Uttar Pradesh,Varanasi,527,1272,84,No,579
2025-07-30,Uttar Pradesh,Varanasi,344,463,59,No,378
2025-07-31,Uttar Pradesh,Varanasi,173,327,47,No,190
2025-08-01,Uttar Pradesh,Varanasi,441,554,127,No,485
2025-08-02,Uttar Pradesh,Varanasi,58,80,10,No,63
2025-08-03,Uttar Pradesh,Varanasi,88,122,22,No,96
2025-08-04,Uttar Pradesh,Varanasi,151,287,28,No,166
2025-08-05,Uttar Pradesh,Varanasi,503,942,153,No,553
2025-08-06,Uttar Pradesh,Varanasi,444,908,121,No,488
2025-08-07,Uttar Pradesh,Varanasi,454,677,89,No,499
2025-08-08,Uttar Pradesh,Varanasi,565,910,195,No,621
2025-08-09,Uttar Pradesh,Varanasi,62,148,20,No,68
2025-08-10,Uttar Pradesh,Varanasi,85,206,17,No,93
2025-08-11,Uttar Pradesh,Varanasi,339,495,104,No,372
2025-08-12,Uttar Pradesh,Varanasi,171,256,48,No,188
2025-08-13,Uttar Pradesh,Varanasi,479,837,126,No,526
2025-08-14,Uttar Pradesh,Varanasi,556,990,101,No,611
2025-08-15,Uttar Pradesh,Varanasi,338,792,105,No,371
2025-08-16,Uttar Pradesh,Varanasi,72,164,17,No,79
2025-08-17,Uttar Pradesh,Varanasi,69,169,14,No,75
2025-08-18,Uttar Pradesh,Varanasi,295,478,82,No,324
2025-08-19,Uttar Pradesh,Varanasi,213,265,49,No,234
2025-08-20,Uttar Pradesh,Varanasi,304,654,105,No,334
2025-08-21,Uttar Pradesh,Varanasi,494,766,105,No,543
2025-08-22,Uttar Pradesh,Varanasi,284,476,45,No,312
2025-08-23,Uttar Pradesh,Varanasi,82,152,24,No,90
2025-08-24,Uttar Pradesh,Varanasi,40,56,8,No,44
2025-08-25,Uttar Pradesh,Varanasi,543,1261,163,No,597
2025-08-26,Uttar Pradesh,Varanasi,372,453,68,No,409
2025-08-27,Uttar Pradesh,Varanasi,419,946,103,No,460
2025-08-28,Uttar Pradesh,Varanasi,265,444,63,No,291
2025-08-29,Uttar Pradesh,Varanasi,354,485,54,No,389
2025-08-30,Uttar Pradesh,Varanasi,29,65,5,No,31
2025-08-31,Uttar Pradesh,Varanasi,82,169,22,No,90
2025-09-01,Uttar Pradesh,Varanasi,571,1219,119,No,628
2025-09-02,Uttar Pradesh,Varanasi,229,362,60,No,251
2025-09-03,Uttar Pradesh,Varanasi,521,964,82,No,573
2025-09-04,Uttar Pradesh,Varanasi,510,1147,170,No,561
2025-09-05,Uttar Pradesh,Varanasi,494,595,94,No,543
2025-09-06,Uttar Pradesh,Varanasi,85,201,19,No,93
2025-09-07,Uttar Pradesh,Varanasi,26,42,4,No,28
2025-09-08,Uttar Pradesh,Varanasi,290,448,82,No,319
2025-09-09,Uttar Pradesh,Varanasi,259,631,62,No,284
2025-09-10,Uttar Pradesh,Varanasi,202,396,44,No,222
2025-09-11,Uttar Pradesh,Varanasi,216,433,74,No,237
2025-09-12,Uttar Pradesh,Varanasi,466,1150,133,No,512
2025-09-13,Uttar Pradesh,Varanasi,81,155,19,No,89
2025-09-14,Uttar Pradesh,Varanasi,64,134,13,No,70
2025-09-15,Uttar Pradesh,Varanasi,507,666,94,No,557
2025-09-16,Uttar Pradesh,Varanasi,164,236,32,No,180
2025-09-17,Uttar Pradesh,Varanasi,558,1327,150,No,613
2025-09-18,Uttar Pradesh,Varanasi,598,1478,145,No,657
2025-09-19,Uttar Pradesh,Varanasi,454,830,101,No,499
2025-09-20,Uttar Pradesh,Varanasi,62,119,13,No,68
2025-09-21,Uttar Pradesh,Varanasi,21,40,3,No,23
2025-09-22,Uttar Pradesh,Varanasi,431,982,137,No,474
2025-09-23,Uttar Pradesh,Varanasi,290,531,56,No,319
2025-09-24,Uttar Pradesh,Varanasi,522,644,168,No,574
2025-09-25,Uttar Pradesh,Varanasi,322,738,65,No,354
2025-09-26,Uttar Pradesh,Varanasi,410,694,134,No,451
2025-09-27,Uttar Pradesh,Varanasi,46,112,8,No,50
2025-09-28,Uttar Pradesh,Varanasi,49,111,11,No,53
2025-09-29,Uttar Pradesh,Varanasi,448,753,93,No,492
2025-09-30,Uttar Pradesh,Varanasi,501,770,163,No,551
2025-10-01,Uttar Pradesh,Varanasi,517,789,149,No,568
2025-10-02,Uttar Pradesh,Varanasi,336,524,113,No,369
2025-10-03,Uttar Pradesh,Varanasi,216,341,70,No,237
2025-10-04,Uttar Pradesh,Varanasi,66,152,13,No,72
2025-10-05,Uttar Pradesh,Varanasi,90,114,25,No,99
2025-10-06,Uttar Pradesh,Varanasi,371,689,97,No,408
2025-10-07,Uttar Pradesh,Varanasi,439,971,137,No,482
2025-10-08,Uttar Pradesh,Varanasi,179,282,62,No,196
2025-10-09,Uttar Pradesh,Varanasi,232,400,44,No,255
2025-10-10,Uttar Pradesh,Varanasi,178,416,47,No,195
2025-10-11,Uttar Pradesh,Varanasi,64,102,15,No,70
2025-10-12,Uttar Pradesh,Varanasi,66,140,17,No,72
2025-10-13,Uttar Pradesh,Varanasi,261,634,85,No,287
2025-10-14,Uttar Pradesh,Varanasi,556,755,83,No,611
2025-10-15,Uttar Pradesh,Varanasi,581,1054,88,No,639
2025-10-16,Uttar Pradesh,Varanasi,598,1095,137,No,657
2025-10-17,Uttar Pradesh,Varanasi,300,688,51,No,330
2025-10-18,Uttar Pradesh,Varanasi,88,139,27,No,96
2025-10-19,Uttar Pradesh,Varanasi,49,90,13,No,53
2025-10-20,Uttar Pradesh,Varanasi,306,731,88,No,336
2025-10-21,Uttar Pradesh,Varanasi,570,1341,98,No,627
2025-10-22,Uttar Pradesh,Varanasi,319,683,109,No,350
2025-10-23,Uttar Pradesh,Varanasi,410,760,143,No,451
2025-10-24,Uttar Pradesh,Varanasi,513,1056,171,No,564
2025-10-25,Uttar Pradesh,Varanasi,56,108,18,No,61
2025-10-26,Uttar Pradesh,Varanasi,85,124,21,No,93
2025-10-27,Uttar Pradesh,Varanasi,449,570,78,No,493
2025-10-28,Uttar Pradesh,Varanasi,573,764,177,No,630
2025-10-29,Uttar Pradesh,Varanasi,336,489,91,No,369
2025-10-30,Uttar Pradesh,Varanasi,559,1343,89,No,614
2025-10-31,Uttar Pradesh,Varanasi,203,494,70,No,223
2025-11-01,Uttar Pradesh,Varanasi,50,67,11,No,55
2025-11-02,Uttar Pradesh,Varanasi,20,43,6,No,22
2025-11-03,Uttar Pradesh,Varanasi,331,570,53,No,364
2025-11-04,Uttar Pradesh,Varanasi,496,685,128,No,545
2025-11-05,Uttar Pradesh,Varanasi,481,1118,105,No,529
2025-11-06,Uttar Pradesh,Varanasi,427,816,139,No,469
2025-11-07,Uttar Pradesh,Varanasi,330,699,68,No,363
2025-11-08,Uttar Pradesh,Varanasi,27,42,4,No,29
2025-11-09,Uttar Pradesh,Varanasi,54,126,11,No,59
2025-11-10,Uttar Pradesh,Varanasi,321,526,54,No,353
2025-11-11,Uttar Pradesh,Varanasi,335,618,73,No,368
2025-11-12,Uttar Pradesh,Varanasi,199,464,55,No,218
2025-11-13,Uttar Pradesh,Varanasi,540,937,107,No,594
2025-11-14,Uttar Pradesh,Varanasi,369,636,79,No,405
2025-11-15,Uttar Pradesh,Varanasi,65,112,15,No,71
2025-11-16,Uttar Pradesh,Varanasi,78,112,13,No,85
2025-11-17,Uttar Pradesh,Varanasi,330,686,108,No,363
2025-11-18,Uttar Pradesh,Varanasi,254,422,82,No,279
2025-11-19,Uttar Pradesh,Varanasi,498,624,119,No,547
2025-11-20,Uttar Pradesh,Varanasi,336,598,87,No,369
2025-11-21,Uttar Pradesh,Varanasi,490,1051,162,No,539
2025-11-22,Uttar Pradesh,Varanasi,38,59,8,No,41
2025-11-23,Uttar Pradesh,Varanasi,29,54,8,No,31
2025-11-24,Uttar Pradesh,Varanasi,196,442,63,No,215
2025-11-25,Uttar Pradesh,Varanasi,567,962,181,No,623
2025-11-26,Uttar Pradesh,Varanasi,585,1126,147,No,643
2025-11-27,Uttar Pradesh,Varanasi,570,1213,166,No,627
2025-11-28,Uttar Pradesh,Varanasi,344,623,75,No,378
2025-11-29,Uttar Pradesh,Varanasi,67,104,11,No,73
2025-11-30,Uttar Pradesh,Varanasi,54,120,9,No,59
2025-12-01,Uttar Pradesh,Varanasi,566,1018,97,No,622
2025-12-02,Uttar Pradesh,Varanasi,553,1080,125,No,608
2025-12-03,Uttar Pradesh,Varanasi,326,577,67,No,358
2025-12-04,Uttar Pradesh,Varanasi,527,813,130,No,579
2025-12-05,Uttar Pradesh,Varanasi,390,715,82,No,429
2025-12-06,Uttar Pradesh,Varanasi,84,200,13,No,92
2025-12-07,Uttar Pradesh,Varanasi,56,117,13,No,61
2025-12-08,Uttar Pradesh,Varanasi,571,694,185,No,628
2025-12-09,Uttar Pradesh,Varanasi,475,962,163,No,522
2025-12-10,Uttar Pradesh,Varanasi,493,1042,75,No,542
2025-12-11,Uttar Pradesh,Varanasi,508,747,87,No,558
2025-12-12,Uttar Pradesh,Varanasi,512,808,144,No,563
2025-12-13,Uttar Pradesh,Varanasi,83,186,15,No,91
2025-12-14,Uttar Pradesh,Varanasi,69,102,12,No,75
2025-12-15,Uttar Pradesh,Varanasi,380,463,75,No,418
2025-12-16,Uttar Pradesh,Varanasi,345,825,77,No,379
2025-12-17,Uttar Pradesh,Varanasi,399,806,77,No,438
2025-12-18,Uttar Pradesh,Varanasi,207,478,38,No,227
2025-12-19,Uttar Pradesh,Varanasi,365,841,89,No,401
2025-12-20,Uttar Pradesh,Varanasi,63,119,9,No,69
2025-12-21,Uttar Pradesh,Varanasi,28,66,5,No,30
2025-12-22,Uttar Pradesh,Varanasi,173,370,39,No,190
2025-12-23,Uttar Pradesh,Varanasi,167,365,55,No,183
2025-12-24,Uttar Pradesh,Varanasi,558,1160,175,No,613
2025-12-25,Uttar Pradesh,Varanasi,277,620,82,No,304
2025-12-26,Uttar Pradesh,Varanasi,227,427,69,No,249
2025-12-27,Uttar Pradesh,Varanasi,44,75,7,No,48
2025-12-28,Uttar Pradesh,Varanasi,74,157,12,No,81
2025-12-29,Uttar Pradesh,Varanasi,267,417,58,No,293
2025-12-30,Uttar Pradesh,Varanasi,281,493,94,No,309
2025-12-31,Uttar Pradesh,Varanasi,332,525,93,No,365
2025-01-01,Uttar Pradesh,Kanpur Nagar,373,850,98,No,410
2025-01-02,Uttar Pradesh,Kanpur Nagar,191,280,60,No,210
2025-01-03,Uttar Pradesh,Kanpur Nagar,211,374,56,No,232
2025-01-04,Uttar Pradesh,Kanpur Nagar,36,45,9,No,39
2025-01-05,Uttar Pradesh,Kanpur Nagar,34,51,7,No,37
2025-01-06,Uttar Pradesh,Kanpur Nagar,422,877,71,No,464
2025-01-07,Uttar Pradesh,Kanpur Nagar,527,1316,141,No,579
2025-01-08,Uttar Pradesh,Kanpur Nagar,463,941,159,No,509
2025-01-09,Uttar Pradesh,Kanpur Nagar,362,438,75,No,398
2025-01-10,Uttar Pradesh,Kanpur Nagar,229,500,66,No,251
2025-01-11,Uttar Pradesh,Kanpur Nagar,47,77,15,No,51
2025-01-12,Uttar Pradesh,Kanpur Nagar,75,161,17,No,82
2025-01-13,Uttar Pradesh,Kanpur Nagar,230,417,77,No,253
2025-01-14,Uttar Pradesh,Kanpur Nagar,350,528,87,No,385
2025-01-15,Uttar Pradesh,Kanpur Nagar,305,579,57,No,335
2025-01-16,Uttar Pradesh,Kanpur Nagar,443,907,148,No,487
2025-01-17,Uttar Pradesh,Kanpur Nagar,203,436,43,No,223
2025-01-18,Uttar Pradesh,Kanpur Nagar,91,130,30,Yes,100
2025-01-19,Uttar Pradesh,Kanpur Nagar,58,107,17,No,63
2025-01-20,Uttar Pradesh,Kanpur Nagar,151,347,39,No,166
2025-01-21,Uttar Pradesh,Kanpur Nagar,294,721,63,Yes,323
2025-01-22,Uttar Pradesh,Kanpur Nagar,432,809,135,No,475
2025-01-23,Uttar Pradesh,Kanpur Nagar,287,364,45,No,315
2025-01-24,Uttar Pradesh,Kanpur Nagar,425,827,141,No,467
2025-01-25,Uttar Pradesh,Kanpur Nagar,44,85,8,No,48
2025-01-26,Uttar Pradesh,Kanpur Nagar,51,121,11,No,56
2025-01-27,Uttar Pradesh,Kanpur Nagar,187,319,58,No,205
2025-01-28,Uttar Pradesh,Kanpur Nagar,547,1143,113,No,601
2025-01-29,Uttar Pradesh,Kanpur Nagar,177,241,42,No,194
2025-01-30,Uttar Pradesh,Kanpur Nagar,153,270,41,No,168
2025-01-31,Uttar Pradesh,Kanpur Nagar,289,695,83,No,317
2025-02-01,Uttar Pradesh,Kanpur Nagar,80,180,24,No,88
2025-02-02,Uttar Pradesh,Kanpur Nagar,77,111,22,No,84
2025-02-03,Uttar Pradesh,Kanpur Nagar,386,765,65,No,424
2025-02-04,Uttar Pradesh,Kanpur Nagar,337,800,108,No,370
2025-02-05,Uttar Pradesh,Kanpur Nagar,444,1063,105,No,488
2025-02-06,Uttar Pradesh,Kanpur Nagar,593,1002,168,No,652
2025-02-07,Uttar Pradesh,Kanpur Nagar,543,1353,81,No,597
2025-02-08,Uttar Pradesh,Kanpur Nagar,73,181,19,No,80
2025-02-09,Uttar Pradesh,Kanpur Nagar,20,40,3,No,22
2025-02-10,Uttar Pradesh,Kanpur Nagar,336,808,76,No,369
2025-02-11,Uttar Pradesh,Kanpur Nagar,352,520,100,No,387
2025-02-12,Uttar Pradesh,Kanpur Nagar,429,657,131,No,471
2025-02-13,Uttar Pradesh,Kanpur Nagar,448,934,128,No,492
2025-02-14,Uttar Pradesh,Kanpur Nagar,172,349,35,No,189
2025-02-15,Uttar Pradesh,Kanpur Nagar,58,137,19,No,63
2025-02-16,Uttar Pradesh,Kanpur Nagar,65,159,19,No,71
2025-02-17,Uttar Pradesh,Kanpur Nagar,593,1118,145,No,652
2025-02-18,Uttar Pradesh,Kanpur Nagar,457,852,69,No,502
2025-02-19,Uttar Pradesh,Kanpur Nagar,349,813,57,No,383
2025-02-20,Uttar Pradesh,Kanpur Nagar,430,855,134,No,473
2025-02-21,Uttar Pradesh,Kanpur Nagar,283,523,83,No,311
2025-02-22,Uttar Pradesh,Kanpur Nagar,90,205,15,No,99
2025-02-23,Uttar Pradesh,Kanpur Nagar,83,125,16,No,91
2025-02-24,Uttar Pradesh,Kanpur Nagar,403,725,111,No,443
2025-02-25,Uttar Pradesh,Kanpur Nagar,385,868,80,Yes,423
2025-02-26,Uttar Pradesh,Kanpur Nagar,389,622,105,No,427
2025-02-27,Uttar Pradesh,Kanpur Nagar,514,1082,168,No,565
2025-02-28,Uttar Pradesh,Kanpur Nagar,274,447,87,No,301
2025-03-01,Uttar Pradesh,Kanpur Nagar,69,133,14,No,75
2025-03-02,Uttar Pradesh,Kanpur Nagar,98,151,23,No,107
2025-03-03,Uttar Pradesh,Kanpur Nagar,556,1025,186,No,611
2025-03-04,Uttar Pradesh,Kanpur Nagar,210,349,55,No,231
2025-03-05,Uttar Pradesh,Kanpur Nagar,436,683,100,No,479
2025-03-06,Uttar Pradesh,Kanpur Nagar,541,715,117,No,595
2025-03-07,Uttar Pradesh,Kanpur Nagar,525,1011,174,No,577
2025-03-08,Uttar Pradesh,Kanpur Nagar,68,146,18,No,74
2025-03-09,Uttar Pradesh,Kanpur Nagar,39,63,10,No,42
2025-03-10,Uttar Pradesh,Kanpur Nagar,302,450,78,No,332
2025-03-11,Uttar Pradesh,Kanpur Nagar,501,825,79,No,551
2025-03-12,Uttar Pradesh,Kanpur Nagar,375,897,119,No,412
2025-03-13,Uttar Pradesh,Kanpur Nagar,308,492,98,No,338
2025-03-14,Uttar Pradesh,Kanpur Nagar,233,422,47,No,256
2025-03-15,Uttar Pradesh,Kanpur Nagar,83,172,28,No,91
2025-03-16,Uttar Pradesh,Kanpur Nagar,28,42,7,No,30
2025-03-17,Uttar Pradesh,Kanpur Nagar,387,737,94,No,425
2025-03-18,Uttar Pradesh,Kanpur Nagar,560,1198,149,No,616
2025-03-19,Uttar Pradesh,Kanpur Nagar,580,1343,190,No,638
2025-03-20,Uttar Pradesh,Kanpur Nagar,487,798,89,No,535
2025-03-21,Uttar Pradesh,Kanpur Nagar,217,314,39,No,238
2025-03-22,Uttar Pradesh,Kanpur Nagar,74,103,23,No,81
2025-03-23,Uttar Pradesh,Kanpur Nagar,41,51,8,No,45
2025-03-24,Uttar Pradesh,Kanpur Nagar,253,469,38,No,278
2025-03-25,Uttar Pradesh,Kanpur Nagar,439,818,85,No,482
2025-03-26,Uttar Pradesh,Kanpur Nagar,293,421,70,No,322
2025-03-27,Uttar Pradesh,Kanpur Nagar,381,655,58,No,419
2025-03-28,Uttar Pradesh,Kanpur Nagar,188,247,34,No,206
2025-03-29,Uttar Pradesh,Kanpur Nagar,51,83,14,No,56
2025-03-30,Uttar Pradesh,Kanpur Nagar,75,155,20,No,82
2025-03-31,Uttar Pradesh,Kanpur Nagar,181,314,63,No,199
2025-04-01,Uttar Pradesh,Kanpur Nagar,165,412,30,No,181
2025-04-02,Uttar Pradesh,Kanpur Nagar,160,195,30,No,176
2025-04-03,Uttar Pradesh,Kanpur Nagar,224,271,51,No,246
2025-04-04,Uttar Pradesh,Kanpur Nagar,163,255,47,No,179
2025-04-05,Uttar Pradesh,Kanpur Nagar,40,68,13,No,44
2025-04-06,Uttar Pradesh,Kanpur Nagar,86,185,26,No,94
2025-04-07,Uttar Pradesh,Kanpur Nagar,265,627,45,No,291
2025-04-08,Uttar Pradesh,Kanpur Nagar,243,432,78,No,267
2025-04-09,Uttar Pradesh,Kanpur Nagar,514,841,148,No,565
